object_id,frame_num,crop_path,text
10,5,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000005_09.jpg,244 ссрехаы REMIUM )225r 305
10,6,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000006_09.jpg,244 ссия) 225r с срехам REMIUM 305
10,7,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000007_09.jpg,244 ссия) 225r с срехам REMIUM -
10,8,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000008_09.jpg,244 ссия) 225r ссрехаы REMIUM 305 16
10,9,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000009_09.jpg,244 ссия) 225r с срехаы REMIUM 305
10,10,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000010_09.jpg,244 ссия) 225r с срехам REMIUM 305
10,11,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000011_09.jpg,244 ссия) 225r с срехаы REMIUM 305 6
10,12,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000012_09.jpg,244 ссия) 225r с срехаы REMIUM 305
10,13,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000013_09.jpg,244 ссия) 225r с срехаы REMIUM 305 -
10,14,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000014_09.jpg,244 ссия) 225r REMIUM 305 -
10,15,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000015_09.jpg,244 ссия) 225r merado REMIUM 305
10,16,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000016_09.jpg,244 ссия) 225r с орехаы REMIUM 305 -
10,17,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000017_09.jpg,244 ссия) 225r с орехаы REMIUM 305 -
10,18,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000018_09.jpg,244 ссия) 225r REMTUM 305 -
10,19,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000019_09.jpg,244 ссия)225r сорехаы REMIUM 305 -
10,20,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000020_09.jpg,244 ссия) 225r сорехаы REMIUM 305
11,0,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000000_10.jpg,-30% M Cт 6 (Pocся) 500r Ибранное липошй МдБЕРЕСТОО А. С 679 973
11,1,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000001_10.jpg,-30% M Cт 6 (Pocся) 500r Ибранное липошй МдБЕРЕСТОО А. С 679 H 973
11,2,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000002_10.jpg,-30% M Cт 6 (Pосся) 500r Ибранное липоший МдБЕРЕСТОВ А. С 679 973
11,3,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000003_10.jpg,"-30% Cт 6 (PосCя) 500r Ибранное липотий МдБЕРЕСТОВ А. С 679 973"""
11,4,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000004_10.jpg,"-30% CT 6 (POCCя) 500r Ибранное липошй МдБЕРЕСТОО А. С 679 973"""
11,5,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000005_10.jpg,"$41813 -30% CT 6 (POCCя) 500r Ибранное липотий МдБЕРЕСТОО А. С 679 973"""
11,6,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000006_10.jpg,"S41613 -30% CT 6 (PoсCя) 500r Ибранное липотий МДБЕРЕСТОВ А. С 679 973"""
11,7,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000007_10.jpg,"S41613 -30% CT 6 (PoсC) 500r Ибранное липотий МДБЕРЕСТОВ А. С 973"" 16"
11,8,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000008_10.jpg,S41513 -30% Cт 6 (Pоссия) 500r Ибранное липотий МДБЕРЕСТОВ А. С 679 973
11,9,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000009_10.jpg,"S41513 -30% Cт 6 (Pоссия) 500r Ибрнное липотий МДБЕРЕСТОО А. С 679 973"""
11,10,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000010_10.jpg,"S41513 -30% CT 6 (PocCя) 500r Ибранное липотий МДБЕРЕСТООА.С 973"""
11,11,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000011_10.jpg,"S4I51S -30% CT 6 (PocCя) 500r Ибранное липотий МДБЕРЕСТООА. С 973"""
11,12,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000012_10.jpg,"S4I51S -30% Cт 6 (Pоссия) 500r Ибранное липотй МДБЕРЕСТОВА. С 973"" 16"
11,13,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000013_10.jpg,"S41C15 -30% Cт 6 (Pос2я) 500r МДБЕРЕСТООА С 6 973"" 416"
11,14,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000014_10.jpg,S41C15 -30% Cт 6 (PосCия) 500r Ибранное липошй МБЕРЕСТОО А. С 973 416
11,15,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000015_10.jpg,S1515 -30% CT 6 (PoсCия) 500r МдБЕРЕСТОО А. С 973 16
11,16,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000016_10.jpg,"S1515 -30% CT 6 (POCC) 500r Ибронное липотий МдБЕРЕСТОО А. C 973"" 416"
11,17,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000017_10.jpg,-30% CT 6 (POCC) 500r Иброннсе липотий Мд БЕРЕСТОО А. C 973
11,18,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000018_10.jpg,"30% CT 6 (POcCя) 500r натуралный цист Ибранное липоший МдБЕРЕСТОО А. С 973"""
11,19,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000019_10.jpg,-30% Cт 6 (Pоссия) 500r натуральный цист Ибранное липоший Мд БЕРЕСТОО А. C 973 0
11,20,C:\Lenta\Service v2\storage\crops\video2\id_11\frame_000020_10.jpg,"B41015 -30% CT 6 (POCCия) 500r Ибрамнсе липоший Мд БЕРЕСТОО А С 679 973"""
12,0,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000000_11.jpg,
12,1,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000001_11.jpg,
12,2,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000002_11.jpg,
12,3,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000003_11.jpg,
12,4,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000004_11.jpg,
12,5,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000005_11.jpg,
12,6,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000006_11.jpg,29
12,7,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000007_11.jpg,29
12,8,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000008_11.jpg,29
12,9,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000009_11.jpg,
12,10,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000010_11.jpg,
12,11,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000011_11.jpg,29
12,12,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000012_11.jpg,29
12,13,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000013_11.jpg,29
12,14,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000014_11.jpg,29
12,15,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000015_11.jpg,
12,16,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000016_11.jpg,
12,17,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000017_11.jpg,29
12,18,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000018_11.jpg,
12,19,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000019_11.jpg,29
12,20,C:\Lenta\Service v2\storage\crops\video2\id_12\frame_000020_11.jpg,29
13,0,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000000_12.jpg,-11% 230 CT/ 6 (PоссK) ПАСЕКА ФИТНЕС Мед ЧАСТНАЯ E 6 359 - от цены без 2 по цене 1 карты
13,1,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000001_12.jpg,-11% 230 CT/ 6 (PоссK) ПАСЕКА ФИТНЕС Мед ЧАСТНАЯ E 31 6 359 L - от цены без 2 по цене 1 карты
13,2,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000002_12.jpg,-11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТНЕс Мед ЧАСТНАЯ 319 E 359 16 от цены без 2-по цене-1 карты
13,3,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000003_12.jpg,-11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТНес Мед ЧАСТНАЯ 319 E 359 16 от цены 2-по цене-1 карты 6e3
13,4,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000004_12.jpg,-11% 230 CT/ 6 (PоссMH) ПАСЕКА ФиТНес Мед ЧАСТНАЯ E 6 359 от
13,5,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000005_12.jpg,-11% 230 CT/ 6 (PоссMH) ПАСЕКА ФиТнес Мед ЧАСТНАЯ 319 E 359 16 от цены без 2 по цене 1 карты
13,6,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000006_12.jpg,-11% 230 CT/ 6 (PоCсH) ПАСЕКА ФиТнес Мед ЧАСТНАЯ E 319 от цены 2 по цене-1 карты 6е3
13,7,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000007_12.jpg,11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТНес Мед ЧАСТНАЯ 319 E 359 от цены без 2 по-цене-1 карты
13,8,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000008_12.jpg,-11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТНес Мед ЧАСТНАЯ E 319 359 - от цены без 2-по цене-1 карты
13,9,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000009_12.jpg,7034 11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТНес Мед ЧАСТНАЯ 319 E 359 16 от цены без 2 по-цене 1 карты
13,10,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000010_12.jpg,-11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТнес Мед ЧАСТНАЯ 319 E 359 16 от цены 2 по-цене-1 карты 6e3
13,11,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000011_12.jpg,-11% 230 CT/6 (PоссM) ПАСЕКА ФиТнес Мед ЧАСТНАЯ 319 E 359 16 от цены 2по-цене-1 карты 6e3
13,12,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000012_12.jpg,-11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТнес Мед ЧАСТНАЯ 319 E 11 359 от цены 2-по-цене-1 карты 6e3
13,13,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000013_12.jpg,-11% 230 CT/6 (PоссM) ПАСЕКА ФиТнес Мед ЧАСТНАЯ 319 E 359 от цены 2по-цене-1 карты 6e3
13,14,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000014_12.jpg,-11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТнес Мед ЧАСТНАЯ E 319 359 от цены 2 по цене-1 карты 6e3
13,15,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000015_12.jpg,-11% 230 CT/ 6 (PоссM) ПАСЕКА ФиТнес Мед ЧАСТНАЯ E 319 359 от цены 2по-цене-1 карты 6e3
13,16,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000016_12.jpg,-11% 230 CT/ 6 (PоссиH) ПАСЕКА ФиТНес Мед ЧАСТНАЯ 319 E 359 от цены 2по-цене-1 карты 6e3
13,17,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000017_12.jpg,-11% 230 CT/6 (PосCM) ПАСЕКА ФиТНес Мед ЧАСТНАЯ E 319 359 от цены 2по-цене-1 карты 6e3
13,18,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000018_12.jpg,-11% 230 CT/ 6 (PоссMн) ПАСЕКА ФиТНес Мед ЧАСТНАЯ 319 E 359 от цены без 2по-цене 1 карты
13,19,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000019_12.jpg,-11% 230 Cт/ 6 (PоссMя) ПАСЕКА ФиТНЕс Мед ЧАСТНАЯ 319 E 359 от цены 2по-цене-1 карты 6e3
13,20,C:\Lenta\Service v2\storage\crops\video2\id_13\frame_000020_12.jpg,041418 37220414184 -11% 230 CT/ 6 (PоссMн) ПАСЕКА ФИТНЕС Мед ЧАСТНАЯ 319 E т 359 от цены 2по-цене-1 карты 6e3
14,0,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000000_13.jpg,
14,1,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000001_13.jpg,
14,2,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000002_13.jpg,
14,3,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000003_13.jpg,
14,4,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000004_13.jpg,
14,5,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000005_13.jpg,
14,6,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000006_13.jpg,
14,7,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000007_13.jpg,
14,8,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000008_13.jpg,
14,9,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000009_13.jpg,
14,10,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000010_13.jpg,
14,11,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000011_13.jpg,
14,12,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000012_13.jpg,
14,13,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000013_13.jpg,
14,14,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000014_13.jpg,
14,15,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000015_13.jpg,
14,16,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000016_13.jpg,
14,17,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000017_13.jpg,
14,18,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000018_13.jpg,
14,19,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000019_13.jpg,
14,20,C:\Lenta\Service v2\storage\crops\video2\id_14\frame_000020_13.jpg,
15,0,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000000_14.jpg,326
15,1,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000001_14.jpg,326
15,2,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000002_14.jpg,
15,3,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000003_14.jpg,
15,4,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000004_14.jpg,
15,5,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000005_14.jpg,
15,6,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000006_14.jpg,4
15,7,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000007_14.jpg,
15,8,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000008_14.jpg,
15,9,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000009_14.jpg,
15,10,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000010_14.jpg,
15,11,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000011_14.jpg,
15,12,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000012_14.jpg,
15,13,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000013_14.jpg,
15,14,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000014_14.jpg,
15,15,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000015_14.jpg,
15,16,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000016_14.jpg,
15,17,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000017_14.jpg,
15,18,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000018_14.jpg,1
15,19,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000019_14.jpg,32
15,20,C:\Lenta\Service v2\storage\crops\video2\id_15\frame_000020_14.jpg,
